ufa_player_id,norm_name,club,n_evidence,evidence
bkeith,brendan keith,,2,jersey:1 years:1
bkennis,bradley kennis,,3,city:indianapolis jersey:31 years:2
bklar,ben klar,,2,city:toronto years:1
bkrapfl,blake krapfl,,2,jersey:1;51 years:5
bkuo,bryan kuo,,2,city:toronto jersey:26
blabertea,bailey laberteaux,,2,city:raleigh years:1
blafferty,brandon lafferty,,1,years:1
blamberty,brandon lamberty,,2,city:philadelphia years:6
blewis,ben lewis,,3,city:houston jersey:7 years:6
bley,bobby ley,,3,city:atlanta;tampa bay jersey:9 years:2
bli,brandon li,,3,city:seattle jersey:88 years:4
blimoges,basile limoges,,2,city:montreal jersey:82
blin,brandon lin,,3,city:houston jersey:31 years:3
bliumay,benjamin liu-may,,3,city:portland jersey:2 years:1
blo,brent lo,,3,city:boston;seattle jersey:11 years:2
blozinski,bryce lozinski,,3,city:san diego jersey:5 years:6
bmalecek,brandon malecek,,3,city:dallas jersey:0;13 years:3
bmathie,becker mathie,,2,jersey:30 years:2
bmatis,brandon matis,,2,jersey:61 years:5
bmatzuka,brett matzuka,,2,jersey:45 years:2
bmccann,brendan mccann,,3,city:boston jersey:13 years:6
bmoore1,brent moore,,2,jersey:13 years:2
bmorrison,brayden morrison,,2,jersey:0;14 years:2
bnelson,ben nelson,,2,city:new york jersey:68
bnguyen,bryan nguyen,,1,years:1
boort,benjamin oort,,2,jersey:9 years:1
bpastor,brandon pastor,,3,city:philadelphia jersey:1 years:6
bpowlay,ben powlay,,1,years:1
bpreiss,benjamin preiss,,3,city:chicago jersey:13;44 years:3
bring,bryce ring,,2,city:ottawa jersey:19
broberts,bailey roberts,,1,years:1
brobinson,braedan robinson,,2,city:ottawa years:1
brobinson1,brett robinson,,2,jersey:20 years:1
brogers,ben rogers,,1,years:1
bsadok,benjamin sadok,,3,city:boston jersey:3 years:2
bsessums,beckett sessums,,2,jersey:45 years:2
bseuntjen,bradley seuntjens,,3,city:atlanta jersey:4 years:6
bseverson,brandon severson,,2,city:san diego years:1
bshea,benen shea,,2,jersey:1 years:2
bsimmonds,ben simmonds,,3,city:ottawa jersey:71 years:1
bsnell,ben snell,,3,city:seattle jersey:77 years:3
bsokolows,benjamin sokolowsky,,2,jersey:24 years:2
bstout,brian stout,,3,city:oregon;portland jersey:34 years:2
bthibodea,brock thibodeaux,,2,city:houston years:2
bthoennes,ben thoennes,,2,jersey:2;4 years:4
bthomsen,benj thomsen,,1,years:1
btrantina,blake trantina,,1,years:1
btseytlin,benjamin tseytlin,,2,city:boston jersey:22
bvandeuse,brandon van deusen,,2,jersey:99 years:6
bventresc,benjamin ventresca,,1,years:1
bvohnoutk,bryan vohnoutka,,2,jersey:3 years:6
bwachob,bennett wachob,,1,years:1
bwallace,brooks wallace,,3,city:new york jersey:39 years:3
bwalsh,bryan walsh,,2,jersey:77 years:3
bweinstei,ben weinstein,,2,jersey:8 years:1
bwilliams1,brycen williams,,1,jersey:3
bwu,bailey wu,,3,city:seattle jersey:7;8 years:2
bwyer,brian wyer,,2,city:boston years:2
byue,bryan yue,,1,city:toronto
carmstron1,carson armstrong,,2,city:austin years:1
casselin,charles asselin,,2,city:montreal years:1
catack,corbin atack,,2,city:seattle jersey:44
cbailey,cam bailey,,2,city:seattle years:1
cbaker,cullen baker,,3,city:chicago;houston jersey:88 years:3
cbarnes,cade barnes,,2,jersey:0 years:1
cbarrera,camilo barrera,,1,years:1
cbartoli,chris bartoli,,3,city:boston jersey:80 years:4
cbauman,conor bauman,,2,jersey:44 years:5
cbeaurega,colin beauregard,,1,years:3
cbellando,cam bellando,,2,jersey:21 years:6
cbelus,christian belus,,2,jersey:32 years:3
cbenafrad,charlie benforado,,2,city:madison years:1
cbenforad,charlie benforado,,2,city:madison years:1
cbennett,corey bennett,,2,city:tampa bay years:2
cbergeron,colum bergeron,,1,years:1
cbernard,christopher bernard,,2,jersey:12 years:1
cberry,colin berry,,2,jersey:13 years:4
cblalack,conner blalack,,3,city:indianapolis jersey:0 years:3
cbosworth,callahan bosworth,,2,jersey:13 years:2
cboxley,christian boxley,,3,city:dc jersey:31 years:4
cboydflie,chander boyd-fliegel,,2,jersey:15 years:1
cboyle,connor boyle,,2,city:philadelphia years:1
cbrock,cameron brock,,3,city:indianapolis jersey:3 years:1
cbrown1,calvin brown,,3,city:new york jersey:81 years:3
cbubernak,chris bubernak,,2,city:seattle years:2
cburt,caiden burt,,3,city:houston jersey:11;14 years:4
ccampbell,curtis campbell,,3,city:ottawa;toronto jersey:22 years:2
ccampbell1,caleb campbell,,3,city:seattle jersey:69 years:4
ccannon,charles cannon,,1,years:2
ccarey,clayton carey,,1,years:1
cchamberl,carson chamberlain,,2,jersey:12;21 years:4
cchang,chip chang,,2,jersey:40 years:1
ccoates,cody coates,,3,city:tampa bay jersey:85 years:2
ccolicchi,cj colicchio,,2,city:philadelphia;pittsburgh years:3
cconcanno,connor concannon,,3,city:indianapolis jersey:5 years:2
ccopeland,cam copeland,,3,city:atlanta;chicago jersey:79 years:3
ccoulbury,calvin coulbury,,3,city:montreal jersey:37 years:3
ccunningh,chase cunningham,,3,city:austin jersey:20;4 years:2
ccurran,cody curran,,3,city:indianapolis jersey:18 years:2
cdavisbra,cole davis-brand,,3,city:boston jersey:22 years:6
cdeluna,connor deluna,,2,city:austin;dallas years:6
cdixon,caleb dixon,,3,city:houston jersey:77 years:2
cdowd,connor dowd,,1,years:1
cellis,chris ellis,,2,jersey:32 years:3
cenright,caleb enright,,1,years:1
ceustis,cole eustis,,3,city:portland jersey:7 years:4
cfortin,connor fortin,,2,city:boston years:2
cfoster,christian foster,,2,city:boston;seattle years:3
cfremeau,colin fremeau,,2,jersey:27 years:1
cgaeta,christian gaeta,,3,city:atlanta jersey:26 years:3
cgall,collin gall,,3,city:san diego jersey:27 years:3
cgarrison,connor garrison,,2,jersey:76 years:2
cginet,chris ginet,,3,city:indianapolis jersey:51 years:1
cgraber,chris graber,,3,city:pittsburgh jersey:23 years:4
cgrant,colin grant,,2,jersey:13 years:1
cguay,charles guay,,3,city:montreal jersey:11 years:5
cguidry,cameron guidry,,2,city:dallas jersey:8
chardesty,corey hardesty,,3,city:indianapolis jersey:60 years:1
charris,cameron harris,,2,city:toronto jersey:91
chawkins,carter hawkins,,2,jersey:39 years:4
chines,cedar hines,,3,city:seattle jersey:32 years:2
chsu,cheryl hsu,,2,jersey:24 years:1
chyzer,cole hyzer,,3,city:indianapolis jersey:13 years:3
cjohnson2,carl johnson,,3,city:pittsburgh;tampa bay jersey:87 years:4
cjohnston,cody johnston,,1,city:colorado
cjurek,cole jurek,,2,jersey:13 years:6
ckennedy,cameron kennedy,,3,city:ottawa jersey:91 years:2
ckerns,couper kerns,,1,years:2
cknarr,cj knarr,,3,city:indianapolis jersey:18 years:1
cknox,cameron knox,,1,jersey:45
clacy,cameron lacy,,2,jersey:28 years:4
clankford,carter lankford,,2,jersey:24 years:2
clarberg,chris larberg,,3,city:dallas jersey:17 years:1
clemay,casey lemay,,1,years:1
cmah,camden mah,,1,years:2
cmarty,chase marty,,2,city:madison jersey:42
cmasino,colin masino,,3,city:philadelphia jersey:26 years:2
cmazur,chris mazur,,2,jersey:39 years:2
cmchale,connor mchale,,3,city:toronto jersey:88 years:1
cmcinnis,cody mcinnis,,2,city:boston years:1
cmcsherry,clint mcsherry,,2,jersey:71 years:6
cmills,corbin mills,,1,jersey:54
cmires,cole mires,,2,city:oakland years:1
cmoore,cole moore,,3,city:boston jersey:6 years:6
cnelson,christopher nelson,,1,years:1
cnewby,caeden newby,,2,city:oregon years:2
cnewell,connor newell,,3,city:pittsburgh jersey:26 years:5
cnguyen,conrad nguyen,,2,jersey:76 years:2
cnichimlu,caoba nichim-luta,,2,jersey:1 years:1
cobrien,cj obrien,,2,city:chicago jersey:84
cobrien1,christopher obrien,,2,jersey:47 years:2
colsen,christian olsen,,3,city:atlanta jersey:24;8 years:2
colson,connor olson,,3,city:colorado;dallas jersey:22;23 years:3
cpanarell,charlie panarella,,3,city:new york jersey:30 years:1
cparker,christian parker,,2,city:dallas years:1
cpartlow,clayton partlow,,2,jersey:29 years:2
cpederson,curtis pederson,,1,years:1
cpetsche,cole petsche,,2,jersey:0 years:1
crae,carter rae,,2,city:indianapolis years:3
crassel,collin rassel,,3,city:indianapolis jersey:27 years:1
crawlins,chase rawlins,,3,city:philadelphia jersey:85 years:3
cringwood,colin ringwood,,3,city:indianapolis jersey:12 years:2
croach,chris roach,,2,city:seattle years:5
cross,connor ross,,1,years:1
crussell,connor russell,,3,city:new york;raleigh jersey:52 years:4
cschuweil,charlie schuweiler,,2,jersey:55 years:1
cseamon,caleb seamon,,2,jersey:47 years:1
cshugarma,casey shugarman,,2,city:san diego years:1
csigerud,caden sigerud,,2,jersey:81 years:2
csmith2,chase smith,,2,jersey:38 years:2
cspicer,cody spicer,,3,city:colorado jersey:34 years:2
cstanish,caleb stanish,,2,jersey:61 years:4
cstenseth,cole stenseth,,3,city:salt lake jersey:9 years:2
cstewart1,clara stewart,,2,jersey:73 years:1
cstillwel,conner stillwell,,3,city:portland jersey:6 years:4
csunde,colin sunde,,3,city:boston;madison;san diego jersey:34;41 years:4
ctabor,conor tabor,,3,city:colorado jersey:0;25 years:3
ctaleghan,cameron taleghani,,1,years:1
ctappero,coleman tappero,,3,city:atlanta jersey:21 years:1
ctexeira,caleb texeira,,1,years:1
cthornton,casey thornton,,3,city:philadelphia jersey:18 years:4
ctipping,connor tipping,,3,city:pittsburgh jersey:22 years:2
ctolbert,corey tolbert,,3,city:houston jersey:5 years:2
ctoriello,cy toriello,,2,jersey:11 years:3
ctornaben,cal tornabene,,3,city:chicago jersey:21 years:4
ctrisolin,calvin trisolini,,3,city:philadelphia jersey:33 years:1
cturner,carson turner,phoenix,3,city:ottawa jersey:29 years:1
cughetta,connor ughetta,,2,jersey:12 years:1
cvukovic,charlie vukovic,,2,jersey:13;31 years:5
cwagner,charlie wagner,,3,city:oregon jersey:33 years:1
cwalls,chris walls,,2,jersey:36 years:1
cwalsh,chris walsh,,2,jersey:9 years:4
cwang,clark wang,,3,city:san diego jersey:23 years:4
cwatkins,curtis watkins,,1,years:1
cweinberg,charles weinberg,,2,jersey:18;6 years:4
cwhite,cade white,,3,city:austin;madison jersey:14 years:3
cwhite1,colin white,,3,city:philadelphia jersey:3 years:3
cwilder,carson wilder,,2,jersey:1;9 years:1
cwilen,chris wilen,,1,city:madison
cwilson,chris wilson,,2,jersey:22 years:2
cwoodfin,christian woodfin,,2,jersey:32 years:1
cwu,casey wu,,3,city:san diego jersey:29 years:4
cyen,chip yen,,1,years:1
cyorgason,chad yorgason,,3,city:salt lake jersey:6 years:4
cyoungblo,chris youngblood,,3,city:atlanta jersey:55 years:1
dasemota,devon asemota,,2,jersey:4 years:1
dbaker1,dylan baker,,2,city:seattle years:1
dbarram,david barram,,2,jersey:3 years:2
dbauman,daniel bauman,,3,city:colorado jersey:55 years:1
dbaumgart,dan baumgartner,,2,jersey:12 years:4
dbenvenut,dan benvenuti,,1,city:ottawa
dberg,david berg,,2,city:pittsburgh years:1
dbest,dylan best,,3,city:pittsburgh jersey:15 years:2
dbloodgoo,david bloodgood,,2,jersey:30 years:4
dbraden,david braden,,2,jersey:3 years:2
dbruer,dillon bruer,,2,jersey:44 years:3
dbrunker,daniel brunker,,3,city:colorado jersey:26 years:3
dbuckingh,donte buckingham,,3,city:madison jersey:0 years:1
dbullock,dean bullock,,1,years:1
dburns,dylan burns,,2,jersey:99 years:3
dbuwalda,daniel buwalda,,1,years:1
dcasio,dennis casio,,2,city:seattle years:1
dcavalero,dominic cavalero,,2,city:seattle years:1
dchickeri,daniel chickering,,3,city:seattle jersey:35 years:1
dchiodi,dominic chiodi,,2,city:seattle years:1
dclyburn,dexter clyburn,,2,jersey:12;14 years:4
dcolic,david colic,,2,city:ottawa years:1
dcooke,dillon cooke,,2,city:boston years:1
dcox,devin cox,,2,jersey:42 years:2
dcox1,david cox,,3,city:indianapolis jersey:31 years:2
dcranston,david cranston,,1,years:2
dculver,dean culver,,2,jersey:17 years:1
dcunningh,dan cunningham,,3,city:indianapolis jersey:6 years:2
ddamiano,dustin damiano,,3,city:philadelphia jersey:0 years:3
ddeclerck,dylan declerck,,2,jersey:54 years:4
ddemarre,daan de marree,,3,city:chicago jersey:27 years:2
ddremann,dex dremann,,3,city:chicago jersey:16 years:1
ddyer,darren dyer,,1,years:1
demmons,daniel emmons,,2,city:dallas jersey:18
deppstein,daniel eppstein,,1,years:1
dferriter,daniel ferriter,,1,years:2
dfitzgera,duncan fitzgerald,,3,city:austin jersey:88 years:5
dfoster,devin foster,,2,city:philadelphia years:1
dfrongill,david frongillo,,2,jersey:5 years:2
dgarlock,daniel garlock,,3,city:madison jersey:32 years:4
dgirard,drew girard,,2,city:pittsburgh years:1
dhammer,david hammer,,3,city:dallas jersey:87 years:1
dhappe,drew happe,,2,jersey:43 years:3
dhawkins,dylan hawkins,,2,jersey:6 years:5
dhenken,dustin henken,,2,city:philadelphia jersey:24
dinnis,david innis,,2,jersey:11 years:3
djeng,dyllon jeng,,2,jersey:24 years:1
djensen,david jensen,,2,jersey:74 years:1
djoens,dillon joens,,1,years:1
djohnson,delrico johnson,,3,city:dc jersey:4 years:1
dkervick,declan kervick,,3,city:boston jersey:82 years:4
dknighton,derik knighton,,3,city:salt lake jersey:32 years:2
dlafrance,dan lafrance,,2,city:toronto jersey:86
dlarberg,dillon larberg,,1,jersey:11
dlathammc,dylan latham mcgraw,,1,years:1
dlopezesc,dante lopez-escarez,,3,city:seattle jersey:3 years:1
dloughnan,drew loughnane,,3,city:philadelphia jersey:33 years:2
dmah,daniel mah,,2,jersey:24 years:1
dmiddlebr,dodger middlebrook,,2,jersey:22 years:1
dmiller2,dax miller,,1,city:toronto
dmiller3,declan miller,,3,city:seattle jersey:22 years:2
dmiller4,dane miller,,3,city:salt lake jersey:96 years:2
dmourad,derek mourad,,3,city:seattle jersey:19;51 years:4
dmurphy,donovan murphy,,2,city:tampa bay years:1
dnester,david nester,,3,city:madison jersey:11 years:4
dnice,dylan nice,,3,city:chicago;oakland jersey:7 years:3
dnichols,dan nichols,,3,city:pittsburgh jersey:49 years:4
dpadgett,decker padgett,,2,city:austin years:1
dperry,david perry,,3,city:philadelphia jersey:32 years:4
dpetsinis,david petsinis,,3,city:toronto jersey:16 years:2
dphillips,darren phillips,,2,city:dallas years:3
dpower,dylan power,,3,city:chicago;madison jersey:71 years:2
dpryke,daniel pryke,,3,city:san diego jersey:23 years:1
draskin,dox raskin,,1,years:1
drasmusse,drew rasmussen,,2,jersey:78 years:1
drichards1,david richardson,ring of fire,2,city:raleigh jersey:84
drichmond,dave richmond,,1,years:1
dritthale,daniel ritthaler,,2,jersey:7 years:4
drobinson,donald robinson,,1,jersey:0
drobinson1,daniel robinson,,1,years:1
drogers,devon rogers,,3,city:atlanta jersey:33 years:1
dschnaudi,drew schnaudigel,,3,city:new york jersey:25 years:2
dsealand,david sealand,,3,city:portland jersey:29 years:1
dshields,david shields,,2,city:dc jersey:36
dslade,david slade,,2,jersey:0 years:1
dsmith,dalton smith,,3,city:chicago;dallas;houston jersey:13 years:3
dsnead,david snead,,2,jersey:11 years:2
dsperling,daniel sperling,,2,city:atlanta jersey:0
dstaples,desmond staples,,3,city:ottawa jersey:23 years:1
dstupar,dean stupar,,3,city:tampa bay jersey:43 years:2
dsurrell,doc surrell,,1,years:1
dsuvorov,dmitry suvorov,,3,city:philadelphia jersey:12;6 years:5
dterry,devon terry,,2,jersey:4 years:1
dtravagli,dustin travaglini,,2,jersey:15 years:2
dtunnell,dylan tunnell,,1,city:atlanta
dviggiani,daniel viggiani,,2,jersey:29 years:1
dvilleneu,dylan villeneuve,,1,jersey:6
dwarner,dane warner,,2,jersey:6 years:3
dwelkener,daniel welkener,,3,city:austin;dallas jersey:12 years:5
dwhite,daniel white,,2,jersey:28 years:1
dwhited,dillon whited,,3,city:oakland jersey:8 years:2
dwhitehea,davis whitehead,,2,city:boston years:2
dwinter,daniel winter,,1,years:3
dwitte,david witte,,3,city:tampa bay jersey:0 years:2
dwong,daniel wong,,3,city:toronto jersey:24 years:1
dwoods,david woods,,3,city:chicago jersey:77 years:4
dzeringue,dylan zeringue,,3,city:houston jersey:16 years:1
dzhou,david zhou,,3,city:seattle jersey:2 years:3
dzhu,daniel zhu,,2,jersey:27 years:2
dzimmerma,david zimmerman,,2,jersey:20 years:2
dzoldan,david zoldan,,2,jersey:26 years:1
eaadalen,erik aadalen,,3,city:seattle jersey:7 years:1
ebartlett,emma bartlett,,2,jersey:38 years:1
ebaughman,ethan baughman,,1,years:1
ebeidlers,ezra beidler-shenk,,2,city:philadelphia years:1
ebembenis,evan bembenista,,1,years:3
ebemis,eliot bemis,,3,city:new york jersey:19 years:1
ebequette,eileen bequette,,2,jersey:97 years:1
ebilolo,emmanuel bilolo,,3,city:austin;dallas jersey:4;5 years:4
eblais,eric blais,,3,city:madison jersey:99 years:3
ebloodwor,ethan bloodworth,,3,city:raleigh jersey:10;87 years:5
ebolthous,ethan bolthouse,,3,city:raleigh jersey:19 years:1
ebonnet,elliot bonnet,,2,jersey:22 years:1
ebrodbeck,eric brodbeck,,3,city:austin jersey:6 years:6
ebrown,erica brown,,2,city:philadelphia jersey:32
ecampion,ethan campion,,3,city:pittsburgh jersey:23 years:1
ecarter,eric carter,,2,city:austin;dallas years:3
echartock,elliott chartock,,3,city:new york jersey:10 years:1
econneely,eamon conneely,,1,years:1
ecrosbyle,eric crosby lehmann,,2,jersey:7 years:2
edavis,elliot davis,,2,jersey:32 years:1
edeeds,elliot deeds,,2,jersey:10 years:2
ediamond,elijah diamond,,3,city:seattle jersey:49 years:1
eding,eastelle ding,,2,jersey:19 years:1
eeve,elliott eve,,3,city:san diego jersey:24 years:1
efortin,ethan fortin,,3,city:boston jersey:28;8 years:5
efox,ed fox,,1,years:1
egrass,everett grass,,1,years:1
egriffin,elias griffin,,3,city:new york jersey:34 years:2
ehare,elliot hare,,3,city:pittsburgh jersey:18 years:2
ehawkins,elliot hawkins,,3,city:colorado jersey:23;47 years:3
eheloir,eliott heloir,,3,city:montreal jersey:35 years:2
eholmgren,ethan holmgren,,3,city:philadelphia jersey:36 years:4
ehotaling,erik hotaling,,2,city:colorado years:2
ehowey,evan howey,,1,years:1
ehubbard,eric hubbard,,1,years:1
ehuber,elijah huber,,1,years:1
ehunter,erik hunter,,2,city:ottawa jersey:17
ehurd,eric hurd,,1,jersey:36
ejaime,elijah jaime,,2,jersey:55 years:5
ejanin,eli janin,,1,city:portland
ejeevaraj,eelavan jeevarajah,,3,city:toronto jersey:23 years:1
ejoyce,eoin joyce,,2,jersey:99 years:1
ekameri,emmanuel kameri,,3,city:dallas jersey:60 years:1
elheureux,eugene lheureux,,2,jersey:89 years:6
eli,ethan li,,3,city:san diego jersey:13 years:5
elieman,ethan lieman,,3,city:new york jersey:14 years:2
elong,elijah long,,3,city:raleigh jersey:11;45 years:6
emagsig,evan magsig,,3,city:oakland jersey:32 years:5
emalone,eliav malone,,3,city:boston jersey:99 years:1
emeer,everitt meer,,2,city:pittsburgh years:1
emock,eli mock,,3,city:indianapolis jersey:21 years:1
emoore,elliott moore,,2,city:austin;new york years:6
emotycka,eli motycka,,2,jersey:65 years:3
emurray,ethan murray,,2,city:seattle jersey:31
enardelli,eric nardelli,,3,city:philadelphia jersey:99 years:5
enewhouse,ellis newhouse,,2,jersey:95 years:1
eniedzwie,ethan niedzwiedz,,2,jersey:56 years:2
enorton,eliana norton,,2,jersey:87 years:1
eode,ethan ode,,2,jersey:44 years:1
eolsen,erik olsen,,1,years:1
epar,erwan pare,,1,years:1
epark,eli park,,3,city:toronto jersey:63 years:1
eperry,evan perry,,2,jersey:9 years:1
epigeon,ethan pigeon,,3,city:philadelphia jersey:11 years:1
epiorier,emma piorier,,2,jersey:53 years:1
epollack,ethan pollack,,2,city:austin jersey:19
erivera,elliot rivera,,1,years:1
erivera1,elliot rivera,,1,years:2
erosenber,elliott rosenberg,,2,city:boston years:2
erudder,elliott rudder,,2,city:houston years:1
esakach,elliot sakach,,3,city:houston jersey:27 years:2
esalmon,elijah salmon,,2,jersey:70;8 years:4
esarles,ethan sarles,,3,city:philadelphia jersey:91 years:2
esaunders,everett saunders,,1,years:1
esebastia,evan sebastian,,3,city:chicago jersey:15 years:2
eshapiro,everest shapiro,,3,city:new york jersey:23 years:4
esjostrom,eric sjostrom,,3,city:atlanta;madison jersey:5 years:5
eswiatek,evan swiatek,,3,city:austin jersey:5 years:5
etaylor,eric taylor,,3,city:raleigh jersey:15 years:3
ethoreson,ezra thoreson,,2,city:colorado years:1
eun,edmund un,,2,city:toronto jersey:10
ewarner,elliot warner,,3,city:san diego jersey:1 years:3
ewarner1,emmett warner,,2,jersey:16;18 years:3
ewimmer,ethan wimmer,,2,city:salt lake years:2
ewitmer,eric witmer,,3,city:philadelphia jersey:13 years:5
ewright,eric wright,,1,years:1
eyoung,emmett young,,2,city:boston years:1
ezhuang,eric zhuang,,2,city:toronto years:1
ffarah,frederick farah,,2,jersey:73 years:5
fhare,fletcher hare,,3,city:atlanta jersey:16 years:4
fleonard,felix leonard,,3,city:montreal jersey:19 years:3
fmoren,felix moren,,3,city:portland jersey:1;5;7 years:3
fpronove,felix pronove,,3,city:colorado jersey:4 years:4
frusso,francesco russo,,1,years:1
fweng,frank weng,,1,jersey:0
gabrahams,gavin abrahamsson,,3,city:boston;philadelphia jersey:37 years:4
gbabbitt,gavin babbitt,,3,city:austin jersey:73 years:4
gbevan,geoff bevan,,3,city:montreal;ottawa;toronto jersey:10;9 years:3
gbraun,garrett braun,,2,jersey:15 years:2
gcardosa,georgia cardosa,,1,jersey:71
gchatha,gagan chatha,,2,jersey:10 years:1
gcole,grant cole,,3,city:portland jersey:22 years:1
gellis,greg ellis,,2,city:ottawa jersey:30
ggeib,garrett geib,,1,years:1
ggust,george gust,,2,city:austin years:1
ghable,garrett hable,,2,jersey:88 years:2
ghaflin,gustav haflin,,3,city:boston jersey:34 years:6
gharris,grant harris,,3,city:chicago;seattle jersey:28;63 years:3
ghazlewoo,graham hazlewood,,3,city:austin jersey:62 years:1
gknobel,garrett knobel,,3,city:tampa bay jersey:91 years:1
glampron,george lampron,,2,city:dallas years:1
glarson,gordon larson,,1,years:5
gleahy,gavin leahy,,3,city:seattle jersey:50 years:3
glindsley,grant lindsley,,1,years:2
gmartin,greg martin,,2,city:philadelphia years:3
gmartin1,garrett martin,,3,city:seattle jersey:12 years:6
gmay,gavin may,,3,city:new york jersey:0 years:5
gmaynard,grant maynard,,1,years:2
gmckee,griffin mckee,,3,city:toronto jersey:97 years:1
gmiller,griffin miller,,2,city:dallas years:3
gmitchell,grant mitchell,,1,years:1
gmohler,greg mohler,,3,city:philadelphia jersey:13 years:1
gmonfette,gabriel monfette,,2,city:montreal jersey:21
gmoreno,gregory moreno,,2,jersey:6 years:3
gnakano,genichi nakano,,2,city:oregon years:1
gpangburn,grayson pangburn,,2,jersey:12 years:3
gpowell,geoff powell,,2,city:toronto jersey:21
grettberg,grayson rettberg,,3,city:salt lake jersey:99 years:3
grichman,grady richman,,3,city:atlanta jersey:0 years:1
gsanner,grayson sanner,,2,jersey:7 years:5
gsanti,garrett santi,,2,jersey:66 years:2
gschoepke,gabe schoepke,,3,city:chicago jersey:1 years:3
gschwartz,gabriel schwartz-ketchner,,2,jersey:49 years:1
gtse,georgia tse,,1,years:1
gturner,graham turner,,2,jersey:2 years:1
gvordick,gabe vordick,,3,city:madison jersey:85 years:3
gwatkins,grady watkins,,1,years:2
gwysen,glenn wysen,,2,jersey:11 years:1
gyas,griffin yas,,2,jersey:4 years:1
haustinkn,hayden austin-knab,,3,city:atlanta jersey:17 years:6
hbabcock,henry babcock,,2,city:boston years:2
hcannon,harris cannon,,1,years:1
hcookson,holden cookson,,1,years:1
hcorbett,hunter corbett,,1,jersey:17
heverett,henry everett,,3,city:pittsburgh jersey:8 years:2
hfuruta,henry furuta,,2,city:dallas years:1
hgarcia,henry garcia,,2,city:oakland years:1
hgoldenbe,henry goldenberg,,3,city:chicago;madison jersey:4 years:6
hhavlin,hank havlin,,2,city:indianapolis years:1
hing,henry ing,,2,city:pittsburgh years:1
hlang,hunter lang,,2,city:boston years:1
hlatson,hunter latson,,2,city:chicago years:2
hmay,hunter may,,3,city:colorado jersey:10 years:2
hmcallist,hobbs mcallister,,1,years:1
hmcnamara,harry mcnamara,,3,city:pittsburgh jersey:41 years:1
hnorris,harry norris,,2,city:toronto years:2
hordonez,hector ordonez,,1,years:1
hpark,harry park,,3,city:pittsburgh jersey:11 years:1
hparks,houston parks,,3,city:dc jersey:4 years:1
hphan,henry phan,,2,city:seattle years:1
hstone,hayden stone,,3,city:austin;montreal jersey:14 years:3
hstuck,hudson stuck,,2,jersey:77 years:3
htucker,harrison tucker,,3,city:austin jersey:24 years:2
hwang,henry wang,,2,city:houston years:1
hwayte,henry wayte,,2,jersey:31 years:1
ibaker,isaac baker,,2,city:houston years:1
ichang,itay chang,,2,jersey:5 years:2
idave,ishaan dave,,2,city:atlanta years:1
idecker,ian decker,,1,years:1
idietrich,ian dietrich,,3,city:philadelphia jersey:35 years:6
ielmi,ikran elmi,,2,jersey:0 years:1
ielsayed,ibrahim el-sayed,,2,city:houston years:1
iengler,ian engler,,2,city:boston;pittsburgh years:3
ifalck,ian falck,,3,city:chicago jersey:8;80 years:3
ifuzat,isaac fuzat,,2,city:houston years:1
ihernande,isaiah hernandez,,1,years:1
ihsu,isaac hsu,,2,jersey:3 years:3
ikassim,ismail kassim,,2,city:houston years:1
ikawaguch,isamu kawaguchi,,2,city:san diego years:2
iladner,ian ladner,,2,city:san diego years:4
ileonard,isaac leonard,,2,jersey:17 years:1
imackenzi,iain mackenzie,,2,city:toronto jersey:13
imasekkel,isaiah masek-kelly,,2,city:toronto jersey:17
imason,isaiah mason,,2,jersey:20 years:1
imccosky,ian mccosky,,3,city:madison jersey:11;23 years:6
imcnamara,ian mcnamara,,2,jersey:13 years:1
imoore,isaiah moore,,2,jersey:30 years:1
ipiper,ian piper,,3,city:pittsburgh jersey:25 years:1
isweeney,ian sweeney,,3,city:portland;seattle jersey:33;77 years:5
itan,isaac tan,,3,city:seattle jersey:6 years:1
itran,ivan tran,,2,city:boston years:6
ivilevac,ian vilevac,,1,years:1
iwallace,ian wallace,,3,city:ottawa jersey:14 years:2
iwoldemar,isaac woldemariam,,2,city:seattle years:1
iyudkovic,ilya yudkovich,,3,city:boston jersey:25 years:3
jabel,justin abel,,3,city:colorado jersey:12 years:1
jaceil,javid aceil,,2,city:san diego years:1
jallen,justin allen,,3,city:raleigh jersey:1 years:2
jalorro,josue alorro,,3,city:new york jersey:30 years:3
janthuvan,jacob anthuvan,,2,jersey:29 years:2
jartz,jacob artz,,2,jersey:21 years:2
jbanks,jarrod banks,,1,years:1
jbansfiel,johnny bansfield,,2,jersey:5 years:1
jbaxandal,julian baxandall,,1,years:1
jbembenek,jack bembenek,,1,years:1
jbenson,jordan benson,,3,city:madison jersey:13 years:1
jbernat,julien bernat,,3,city:montreal jersey:20 years:5
jblackman,jacob blackman,,2,jersey:64 years:3
jboezi,john boezi,,2,city:atlanta years:1
jbolton,jesse bolton,,2,city:seattle years:1
jboychuk,jay boychuk,,2,city:seattle jersey:89
jbranson,jeremiah branson,,2,jersey:4 years:4
jbranson1,joseph branson,,1,years:1
jbrissett,jakob brissette,,3,city:montreal jersey:86 years:4
jburnett,justin burnett,,3,city:atlanta jersey:5;7 years:4
jburril,jeremy burril,,3,city:chicago jersey:12 years:2
jburris,jeffrey burris,,2,jersey:26 years:2
jbuss,john buss,,3,city:pittsburgh jersey:99 years:1
